date,address,floor,type,age,twPing,bedRoom,livingRoom,restRoom,furniture,elevator,parkingSpace,price
2019-10-22,台北市中山區錦州街23巷1之1號三樓,3,住宅,8,16.640525605110003,2,2,1,1,1,0,31000.0
2019-10-19,台北市中山區林森北路121號13樓之12,13,住宅,15,16.111150585860003,2,2,1,1,1,0,28000.0
2019-11-06,台北市信義區和平東路三段169號12樓之8,12,住宅,15,13.63972549599,1,1,1,1,1,0,26000.0
2019-10-18,台北市松山區復興北路489號3樓之3,3,住宅,16,9.29280033792,0,0,0,1,1,0,14956.0
2019-11-02,台北市松山區南京東路五段66巷22弄8號5樓,5,住宅,39,41.68450151580001,3,2,2,0,1,0,37000.0
2019-11-04,台北市松山區南京東路五段239號14樓之7,14,住宅,14,16.785725610390003,1,1,1,0,1,0,22000.0
2019-10-13,台北市北投區泉源路３５巷１２號五樓,5,住宅,45,29.109576058530003,3,2,2,1,0,0,16000.0
2019-10-26,台北市士林區天母東路8巷94號四樓,4,住宅,42,33.06022620219,3,2,2,0,0,0,25000.0
2019-11-09,台北市大安區基隆路二段190號11樓之8,11,住宅,42,23.55265085646,2,2,2,1,1,0,28000.0
2019-10-23,台北市大安區安和路二段32巷6號6樓,6,住宅,37,17.83842564867,0,0,0,0,1,0,20000.0
2019-10-16,台北市文山區景華街128巷29號5樓,5,住宅,39,34.02520123728,3,2,1,0,0,0,23000.0
2019-10-22,台北市文山區景興路２６２號十樓,10,套房,14,14.196325516230004,1,1,1,1,1,0,15000.0
2019-11-04,台北市大安區金山南路二段233號2樓,2,住宅,9,36.91407634233,1,1,1,1,1,1,55000.0
2019-10-20,台北市士林區天玉街４０號五樓之３,5,住宅,27,30.982051126620004,2,1,1,1,1,0,33000.0
2019-11-01,台北市士林區忠誠路二段247號8樓,8,住宅,34,46.74532669983,3,2,2,1,1,0,70000.0
2019-10-25,台北市士林區天母東路32號3樓,3,住宅,38,55.01567700057,4,2,2,1,1,0,65000.0
2019-09-05,台北市北投區自強街70號,1,住宅,43,26.68352597031,0,0,0,0,0,0,44273.0
2019-10-18,台北市士林區德行西路107號4樓,4,住宅,44,35.87045130438,3,2,2,0,0,0,25000.0
2019-10-21,台北市北投區西安街二段267號6樓之1,6,套房,14,7.562500275,1,1,1,1,1,0,15000.0
2019-11-07,台北市萬華區中華路一段186號3樓之1,3,住宅,13,41.191426497870005,2,2,2,1,1,0,47679.0
2019-09-25,台北市萬華區康定路103號16樓之5,16,住宅,7,22.68447582489,2,1,1,1,1,0,37000.0
2019-10-29,台北市大同區市民大道一段207號十二樓之6,12,住宅,14,24.72635089914,2,1,1,1,1,0,55000.0
2019-11-07,台北市松山區南京東路五段123巷1弄22號9樓,14,住宅,39,33.0632512023,3,2,2,1,1,0,47000.0
2019-11-11,台北市松山區南京東路五段239號7樓之16,7,住宅,14,20.41270074228,1,1,1,1,1,0,37000.0
2019-10-22,台北市松山區復興北路427巷25號九樓之9,9,套房,15,10.239625372349998,1,1,1,1,1,0,21000.0
2019-10-24,台北市松山區南京東路四段23號9樓,9,套房,15,16.90370061468,1,1,1,1,1,0,35000.0
2019-11-06,台北市中山區中山北路二段59巷45號16樓之3,16,住宅,24,34.35190124916,1,1,1,1,1,0,45000.0
