date,address,floor,type,age,twPing,bedRoom,livingRoom,restRoom,furniture,elevator,parkingSpace,price
2019-05-03,台北市中山區新生北路二段51號十三樓,13,住宅,14,43.66890158796001,4,2,2,1,1,0,55000.0
2019-04-30,台北市中山區新生北路二段28巷1號八樓,8,住宅,34,23.53752585591,2,1,1,1,1,0,35000.0
2019-05-02,台北市中山區新生北路三段56巷19號七樓之1,7,住宅,14,23.00512583655,2,1,1,1,1,0,65000.0
2019-04-30,台北市中山區民權東路二段135巷32號十樓,10,住宅,9,19.13917569597,1,1,1,1,1,0,40000.0
2019-04-30,台北市中山區民權西路9巷22號五樓之3,5,住宅,11,21.792100792440003,1,1,1,1,1,0,41700.0
2019-04-30,台北市中山區民權西路9巷22號九樓之2,9,住宅,11,19.57780071192,1,1,1,1,1,0,40000.0
2019-04-13,台北市中山區林森北路587號三樓之6,3,住宅,12,27.116100986040003,1,1,1,1,1,0,57000.0
2019-04-29,台北市中山區民權西路9巷22號十三樓,13,住宅,11,23.96405087142,1,1,1,1,1,0,50000.0
2019-04-25,台北市中山區中山北路一段121巷33號十樓之1,10,住宅,12,20.80897575669,1,1,1,1,1,0,45000.0
2019-04-29,台北市中山區撫順街15號十一樓之2,11,住宅,12,19.19362569795,1,1,1,1,1,0,30000.0
2019-05-03,台北市大同區市民大道一段211號十二樓之23,12,住宅,14,13.53385049214,1,1,1,1,1,0,25000.0
2019-04-14,台北市信義區松勤街9號十五樓之五,15,住宅,16,29.766001082400003,1,1,1,1,1,0,65534.0
2019-04-24,台北市信義區永吉路6號六樓,6,住宅,16,28.62255104082,2,1,1,1,1,0,58000.0
2019-04-29,台北市松山區民生東路五段27之1號四樓,4,住宅,6,17.96245065318,1,1,1,1,1,0,48000.0
2019-04-19,台北市士林區中山北路六段195巷6號十三樓之1,13,住宅,15,58.5640021296,3,1,2,1,1,1,115246.0
2019-04-26,台北市士林區天母東路69巷27號二樓,2,住宅,37,39.62447644089001,3,1,2,1,1,0,60000.0
2019-04-30,台北市北投區行義路10巷9弄16號七樓之1,7,住宅,16,63.540127310550005,4,1,2,1,1,0,65000.0
2019-04-29,台北市北投區石牌路二段321號四樓,4,住宅,19,41.08252649391,3,1,2,1,1,0,69800.0
2019-04-06,台北市士林區士東路2巷23號1樓,1,住宅,20,56.52212705535001,3,2,2,1,1,0,57000.0
2019-04-05,台北市士林區中山北路六段45號4樓,4,住宅,11,50.73530184492,3,2,2,1,1,0,83500.0
2019-05-10,台北市士林區和豐街53號1樓,1,住宅,53,38.6595014058,0,2,1,0,0,0,18000.0
2019-05-13,台北市士林區德行東路46巷7弄11號2樓,2,住宅,46,40.4140014696,3,2,2,1,0,0,42000.0
2019-05-13,台北市士林區士東路91巷51號7樓,7,住宅,39,44.33742661227,3,2,2,1,1,0,70000.0
2019-04-26,台北市文山區興隆路四段１７９巷４之２號,1,住宅,42,26.61697596789,2,2,1,1,0,0,20000.0
2019-04-30,台北市中正區羅斯福路二段8巷5號6樓之3,6,住宅,8,27.772526009910003,2,1,1,1,1,0,60000.0
2019-04-27,台北市文山區育英街３１巷３６弄１５號四樓,4,住宅,51,24.38755088682,3,2,1,1,0,0,24000.0
2019-04-28,台北市大安區光復南路622號10樓,10,住宅,37,33.68035122474,3,2,2,1,1,0,45000.0
2019-04-29,台北市大安區安和路二段70號8樓之4,8,住宅,41,43.197001570800005,3,2,2,1,1,0,49000.0
2019-04-26,台北市信義區吳興街６００巷１１４號七樓,7,住宅,31,55.587402021360006,4,2,2,1,1,1,34000.0
2019-04-27,台北市信義區松信路２２８號五樓,5,住宅,34,37.64007636873001,3,2,2,1,1,0,38000.0
2019-04-19,台北市大同區五原路19號6樓之2,6,住宅,14,23.788600865040003,3,2,2,1,1,0,45000.0
2019-04-11,台北市大同區市民大道一段201號五樓之7,5,住宅,14,40.39585146894,2,1,2,1,1,1,78500.0
2019-04-19,台北市中正區信義路二段261號5樓之5,5,套房,5,16.06880058432,1,1,1,1,1,0,52000.0
2019-05-13,台北市萬華區環河南路三段337號3樓,3,住宅,29,21.68622578859,3,1,1,1,0,0,17000.0
2019-05-06,台北市內湖區民權東路六段56巷17號2樓,2,住宅,40,32.00147616369,3,2,2,0,0,0,26500.0
2019-04-22,台北市內湖區內湖路一段659號12樓之1,12,住宅,13,25.70645093478,2,1,1,1,1,0,42000.0
2019-04-30,台北市中山區長安東路一段56巷1弄12號6樓,6,住宅,9,34.68162626115,2,2,1,1,1,0,60000.0
2019-04-29,台北市內湖區南京東路六段389號7樓,7,住宅,9,86.24577813621,3,2,2,1,1,1,80000.0
2019-04-03,台北市中山區伊通街58號5樓,5,住宅,40,47.05085171094,2,1,2,1,1,0,55000.0
2019-04-16,台北市中山區中山北路一段115號八樓,8,住宅,6,50.81697684789,3,1,1,1,1,0,92000.0
2019-04-28,台北市中山區復興北路460號10樓,10,住宅,21,14.71662553515,1,2,1,1,1,0,24000.0
2019-05-03,台北市中山區林森北路85巷66弄2號3樓之5,3,住宅,39,11.85497543109,1,1,1,1,1,0,12000.0
2019-04-27,台北市大同區民權西路122號11樓之7,11,套房,15,12.95607547113,1,1,1,1,1,0,21000.0
2019-05-14,台北市萬華區康定路206號六樓之11,6,住宅,45,9.5590003476,1,0,1,1,1,0,10000.0
2019-04-29,台北市信義區忠孝東路5段451號10樓之1,10,套房,18,10.97772539919,1,1,1,1,1,0,23000.0
2019-05-10,台北市松山區八德路四段643號4樓,4,住宅,46,21.77092579167,3,1,1,1,0,0,17000.0
2019-04-25,台北市大安區復興南路1段79巷4弄2號11樓之1,11,住宅,27,55.19717700717001,4,2,2,1,1,0,51097.0
