date,address,floor,type,age,twPing,bedRoom,livingRoom,restRoom,furniture,elevator,parkingSpace,price
2020-04-28,台北市中山區林森北路308號11樓,11,住宅,13,13.72140049896,1,1,1,1,1,0,25000.0
2020-04-30,台北市中山區南京東路三段48巷36號11樓,11,住宅,19,66.47740241736,3,2,2,1,1,1,124888.0
2020-05-08,台北市中山區建國北路三段177號4樓,4,住宅,38,44.252726609190006,3,2,2,1,0,0,27000.0
2020-05-11,台北市中山區復興北路342號6樓之1,6,住宅,42,37.897201378080005,0,0,0,1,1,0,44000.0
2020-04-17,台北市中山區中山北路二段77巷17號九樓之1,9,住宅,14,18.35570066748,2,1,1,1,1,0,49000.0
2020-04-17,台北市中山區林森北路587號十一樓,11,住宅,12,26.91947597889,1,1,1,1,1,0,58000.0
2020-05-05,台北市信義區松勤街86號3樓,3,住宅,4,108.34037893965,0,0,0,1,1,1,270000.0
2020-05-11,台北市信義區信義路五段150巷335弄13號,1,住宅,54,25.8637509405,3,1,2,0,0,0,30000.0
2020-04-22,台北市南港區經貿二路235巷57號三樓,3,住宅,13,66.71335242594,4,2,2,1,1,1,50000.0
2020-04-01,台北市松山區敦化北路116號八樓,8,住宅,38,38.73815140866,2,2,2,1,1,0,56760.0
2019-04-01,台北市松山區民生東路五段36巷8弄1號,1,住宅,42,31.29967613817,0,0,0,0,1,0,100000.0
2020-02-29,台北市松山區復興北路231巷19之1號4樓,4,住宅,35,69.16360251504,0,0,0,0,0,0,68000.0
2020-02-10,台北市松山區慶城街6之1號三樓之2,3,住宅,46,43.538826583230005,0,0,0,0,1,0,55000.0
2020-03-10,台北市松山區南京東路五段66巷2弄1號1樓,1,住宅,45,56.261977045890006,0,0,0,0,0,0,65000.0
2020-04-05,台北市松山區八德路三段106巷58號1樓,1,住宅,50,29.436276070410003,0,0,0,0,0,0,53355.0
2020-04-01,台北市士林區天母東路43巷4弄12之1號6樓,6,住宅,27,39.18585142494,3,2,2,1,1,0,60000.0
2020-04-18,台北市北投區復興四路9號二樓,2,住宅,15,54.53167698297,3,2,3,1,1,1,35000.0
2020-04-20,台北市士林區社正路１７巷１０號七樓,7,住宅,9,23.80372586559,2,1,1,1,1,0,27000.0
2020-05-06,台北市大安區仁愛路四段232號7樓,7,住宅,45,27.01627598241,3,2,2,1,1,0,34000.0
2020-05-05,台北市大安區復興南路二段160巷1號5樓,5,住宅,4,38.98015141746001,2,2,1,0,1,0,52000.0
2020-05-04,台北市文山區車前路11之2號二十一樓,21,住宅,8,61.62227724081,3,2,2,1,1,1,47000.0
2020-05-04,台北市文山區車前路11之3號十九樓,19,住宅,8,70.86062757675,4,2,2,1,1,1,55000.0
2020-04-25,台北市大安區敦化南路二段１１２號五樓,5,住宅,22,152.59613054895,5,2,5,1,1,1,190000.0
2020-05-07,台北市松山區八德路三段106巷1號八樓之7,8,住宅,27,12.980275472010002,1,0,1,1,1,0,19000.0
2020-04-28,台北市松山區八德路四段245巷20號7樓,7,住宅,21,25.691325934230004,3,2,1,1,1,0,30000.0
2020-05-05,台北市松山區延吉街48巷9號4樓,4,住宅,45,33.211476207690005,3,2,2,1,1,0,37000.0
2020-04-25,台北市中山區龍江路４５９號三樓,3,住宅,47,15.9720005808,1,1,1,1,0,0,15000.0
2020-04-25,台北市中山區中山北路一段105巷12號三樓三,3,住宅,6,18.84877568541,1,1,1,1,1,0,40000.0
2020-05-12,台北市內湖區內湖路1段661號4樓之4,4,住宅,13,13.66997549709,1,0,1,1,1,0,18501.0
2020-05-12,台北市內湖區內湖路1段659號4樓之2,4,住宅,13,13.942225506990004,1,0,1,1,1,0,19001.0
2020-05-12,台北市內湖區內湖路1段659號4樓之4,4,住宅,13,16.23517559037,1,0,1,1,1,0,21601.0
2020-05-12,台北市內湖區內湖路1段661號4樓之5,4,住宅,13,19.19060069784,1,0,1,1,1,0,24430.0
2020-03-25,台北市中山區新生北路二段72巷17號3樓之2,3,住宅,47,7.78635028314,0,0,0,1,1,0,14000.0
2020-04-20,台北市中山區錦州街30巷11號9樓之23,9,住宅,44,5.84430021252,1,0,1,1,1,0,10000.0
2020-03-27,台北市中山區中山北路二段93巷8號11樓之3,11,住宅,18,12.89255046882,1,0,0,1,1,0,30000.0
2020-05-12,台北市內湖區內湖路1段661號4樓之2,4,住宅,13,14.93140054296,1,0,1,1,1,0,20001.0
2020-03-31,台北市中山區新生北路三段56巷25號3樓,3,住宅,14,46.59710169444,2,2,2,1,1,0,70000.0
2020-04-29,台北市信義區吳興街364巷11號4樓,4,住宅,34,45.82270166628,3,2,2,1,0,0,31000.0
2020-05-08,台北市中正區銅山街19號,1,住宅,49,54.97937699925,0,0,0,1,1,0,110000.0
2020-04-07,台北市大安區和平東路三段228巷7號2樓,2,住宅,41,35.40157628733,0,0,0,0,1,0,45000.0
2020-04-06,台北市大安區忠孝東路三段251巷2弄5號1樓,1,住宅,55,31.86837615885,1,1,1,1,0,0,62000.0
2020-04-27,台北市中正區羅斯福路三段316巷3號9樓之3,9,住宅,11,14.036000510400005,1,1,1,1,1,0,27000.0
2020-04-23,台北市文山區和平東路四段６６巷３３號七樓,7,住宅,26,61.226002226400006,4,2,3,1,1,0,38000.0
2020-04-17,台北市士林區天母東路69巷21號5樓,5,住宅,37,63.98782732682999,3,2,3,1,1,0,110000.0
2020-04-28,台北市北投區行義路130巷24號5樓,5,住宅,17,65.30370237468,3,2,2,1,1,1,45000.0
2020-05-11,台北市中正區羅斯福路二段9號8樓之4,8,住宅,33,66.19910240724,0,0,0,1,1,0,120000.0
2020-05-05,台北市大安區師大路83巷2之1號2樓,2,住宅,20,29.690376079650004,0,0,1,1,1,0,33000.0
2020-05-13,台北市大安區光復南路696號10樓之1,10,住宅,11,19.36605070422,1,2,1,1,1,0,47324.0
2020-04-28,台北市大同區萬全街1號13樓之1,13,住宅,8,42.02027652801,3,2,2,1,1,0,94500.0
2020-04-30,台北市大同區市民大道一段201號7樓之5,7,套房,14,23.00512583655,1,1,1,1,1,0,50000.0
2020-05-09,台北市信義區市民大道六段316號6樓,6,住宅,9,106.76132888223,3,2,3,1,1,1,155000.0
2020-05-07,台北市信義區松平路30巷3號6樓,6,住宅,16,22.92647583369,1,1,1,1,1,0,46000.0
2020-04-20,台北市松山區南京東路四段53巷11弄18號7樓,7,住宅,13,29.50585107294,2,2,2,1,1,0,54000.0
2020-05-11,台北市中山區南京東路二段188號12樓,12,住宅,13,41.14907649633,3,2,2,1,1,1,79500.0
2020-05-05,台北市內湖區民權東路六段123巷34弄15號6樓,6,住宅,21,64.69870235268,3,2,2,1,1,1,60000.0
2020-04-30,台北市中山區長安西路16號13樓之1,13,住宅,18,23.788600865040003,2,2,1,1,1,0,35000.0
2020-04-27,台北市中山區敬業三路１６２巷９４號十樓,10,住宅,23,46.97522670819,3,2,2,1,1,1,46000.0
2020-03-18,台北市內湖區內湖路二段265號4樓,4,住宅,7,53.01312692775,2,2,2,0,1,1,50000.0
2020-04-24,台北市中山區中山北路1段53巷8號9樓之1,9,住宅,15,14.77107553713,1,1,1,1,1,0,33000.0
2020-04-24,台北市內湖區金龍路249號四樓,4,住宅,27,57.236027081310006,3,2,2,0,1,1,40000.0
2020-04-30,台北市內湖區康樂街48巷25號五樓,5,住宅,38,32.80915119306,3,2,2,1,0,0,23000.0
2020-05-01,台北市內湖區成功路四段167巷10弄7號五樓,5,住宅,43,23.85817586757,2,2,1,1,0,0,30000.0
2020-05-14,台北市信義區基隆路一段147巷5弄32號3樓之10,3,住宅,32,11.11990040436,1,0,1,1,1,0,14000.0
2020-05-04,台北市士林區雨農路7巷20號6樓,6,住宅,9,97.35357854013002,4,2,3,1,1,1,158000.0
2020-05-14,台北市北投區文化三路12之1號7樓,7,住宅,28,42.16547653329,3,2,2,1,1,0,18000.0
2020-04-22,台北市中山區林森北路351號十五樓,15,住宅,10,78.15390284196,4,2,3,1,1,0,90000.0
2020-05-07,台北市中山區新生北路二段62巷16號十二樓之1,12,住宅,7,24.33612588495,2,2,1,1,1,0,50000.0
2020-05-07,台北市中山區中山北路二段115巷3弄9號,1,住宅,49,21.296000774400003,3,2,1,0,0,0,29000.0
2020-05-14,台北市中山區松江路273號12樓之7,12,住宅,13,12.33897544869,0,0,1,1,1,0,25000.0
2020-04-19,台北市中山區中山北路二段77巷17號十二樓,12,住宅,14,34.37005124982,3,2,1,1,1,0,50000.0
2020-04-26,台北市中山區大直街113號2樓,2,住宅,43,26.665375969650004,3,2,2,0,0,0,29000.0
2020-04-23,台北市中山區天祥路60巷24號三樓,3,住宅,56,23.3530008492,3,1,2,0,0,0,20000.0
2020-04-10,台北市萬華區西寧南路291號3樓,3,住宅,6,27.772526009910003,3,2,1,1,1,0,45000.0
2020-04-19,台北市士林區基河路16之2號八樓之3,8,住宅,19,19.798625719950003,2,1,2,1,1,0,49000.0
2020-05-01,台北市北投區承德路七段344巷8號二樓,2,住宅,28,19.5112507095,2,2,1,1,1,0,22000.0
2020-05-07,台北市北投區大業路280巷9弄12之1號二樓,2,住宅,45,22.79640082896,3,1,1,1,0,0,20000.0
2020-05-10,台北市北投區溫泉路37巷26號四樓之1,4,住宅,18,12.73827546321,1,0,1,1,1,0,12700.0
2020-04-24,台北市士林區福林路329巷1弄12號5樓,5,住宅,39,35.99145130878,2,2,1,0,0,0,29000.0
2020-04-30,台北市士林區天母東路８巷２１號二樓之１,2,住宅,47,29.07932605743001,2,1,2,1,1,0,33100.0
2020-04-14,台北市信義區仁愛路四段426號3樓,3,住宅,10,89.74267826337,3,2,3,1,1,1,140000.0
2020-04-29,台北市信義區吳興街６００巷７６弄２２號二樓,2,套房,7,20.30682573843,1,1,1,1,1,0,22000.0
2020-05-05,台北市信義區吳興街156巷34號,1,住宅,49,20.89670075988,0,1,1,0,0,0,33000.0
2020-05-14,台北市文山區仙岩路16巷46號六樓之9,6,住宅,30,8.96912532615,1,0,1,1,1,0,9000.0
2020-05-12,台北市文山區景明街14巷4號4樓,4,住宅,52,29.81742608427,3,2,1,1,0,0,25000.0
2020-05-11,台北市大安區復興南路二段293之3號5樓之2,5,住宅,39,48.82047677529,3,1,2,1,1,0,50000.0
2020-04-30,台北市北投區三合街一段８２巷１０３號二樓,2,住宅,8,33.44742621627,1,2,1,1,1,1,30000.0
2020-04-01,台北市北投區豐年路二段80號五樓,5,住宅,46,22.487850817740004,3,2,1,1,0,0,18000.0
2020-04-13,台北市北投區溫泉路71號5樓,5,住宅,42,13.47637549005,1,0,1,1,1,0,11000.0
2020-04-01,台北市北投區大業路717號2樓,2,住宅,48,52.01790189156001,0,0,0,0,0,0,45408.0
2020-04-30,台北市士林區中山北路六段195巷8號三樓,3,住宅,15,49.183476788490005,3,2,2,1,1,0,80000.0
2020-04-30,台北市北投區石牌路二段357巷11之2號9樓,9,住宅,27,70.11345254958,3,2,2,1,1,0,70000.0
2020-04-30,台北市士林區忠義街137號8樓含地下車位一個B3 No.23,8,住宅,32,56.510027054910005,4,2,2,1,1,1,67000.0
2020-04-27,台北市士林區中山北路六段195巷6號6樓之2,6,住宅,15,44.6187516225,2,1,2,1,1,0,70000.0
2020-04-26,台北市士林區忠誠路一段138號3樓之1,3,住宅,21,36.99575134529999,3,2,2,1,1,0,70000.0
2020-04-20,台北市士林區中山北路六段35巷18號十四樓,14,住宅,7,92.63760336864,4,2,3,1,1,0,153000.0
2020-04-23,台北市中山區中山北路二段77巷8號11樓之1,11,住宅,22,23.186625843150004,1,2,1,1,1,0,30000.0
2020-04-24,台北市中山區中山北路二段77巷17號7樓,7,住宅,14,33.29012621055001,2,2,1,1,1,0,56000.0
2020-04-27,台北市中山區建國北路一段63號9樓,9,住宅,10,51.38870186868,3,2,2,1,1,0,93000.0
2020-04-25,台北市中山區新生北路二段68巷8號5樓之2,5,住宅,7,39.41272643319,2,1,1,1,1,1,69000.0
2020-04-21,台北市中山區林森北路587號六樓之1,6,住宅,12,27.143325987030003,1,1,1,1,1,0,55000.0
2020-04-21,台北市中山區林森北路587號十二樓之7,12,住宅,12,27.152400987360004,1,1,1,1,1,0,55000.0
2020-04-21,台北市中山區林森北路587號七樓之2,7,住宅,12,27.143325987030003,1,1,1,1,1,0,58000.0
2020-03-31,台北市中山區中山北路1段83巷32號14樓之2,14,住宅,15,42.99432656343,3,2,2,1,1,0,60000.0
2020-04-01,台北市中山區林森北路587號四樓之5,4,住宅,12,27.612201004080003,1,1,1,1,1,0,52000.0
2020-04-01,台北市中山區松江路164巷63號六樓之1,6,住宅,8,29.61777607701,3,1,1,1,1,0,53000.0
2020-04-22,台北市中山區建國北路1段63號3樓,3,住宅,10,51.38870186868,3,2,2,1,1,0,77000.0
2020-05-18,台北市中山區中山北路一段115號七樓,7,住宅,6,50.81697684789,3,2,2,1,1,0,80000.0
2020-05-14,台北市中山區新生北路三段56巷19號二樓之5,2,住宅,14,22.92345083358,1,1,1,1,1,0,46000.0
2020-04-28,台北市中山區中山北路2段77巷8號12樓之1,12,住宅,22,16.58607560313,2,1,1,1,1,0,30000.0
2020-04-30,台北市中山區林森北路363號9樓之3,9,住宅,14,20.152550732820004,1,1,1,1,1,0,45000.0
2020-05-01,台北市中山區長春路160號4樓,4,住宅,16,60.179352188340005,3,2,2,1,1,0,65575.0
2020-05-01,台北市中山區中山北路2段77巷8號12樓,12,住宅,22,13.915000506,2,1,1,1,1,0,30000.0
2020-05-01,台北市中山區松江路164巷14號6樓,6,住宅,51,41.66937651525,2,2,2,1,1,0,45000.0
2020-04-01,台北市中山區中山北路二段118號3樓之6,3,住宅,4,32.815201193280004,2,1,1,1,1,0,67500.0
2020-05-01,台北市中山區中山北路1段105巷12號8樓,8,住宅,6,25.77602593731,2,2,1,1,1,0,59800.0
2020-04-05,台北市中山區林森北路458號11樓之2,11,住宅,14,26.015000946,2,1,1,1,1,0,45000.0
2020-04-25,台北市中山區敬業三路162巷60號二樓,2,住宅,23,46.89052670511,3,2,2,1,1,1,40000.0
2020-05-06,台北市中山區民生東路2段3號9樓之2,9,住宅,10,46.218976680690005,2,2,2,1,1,0,72854.0
2020-04-01,台北市中山區復興北路426號8樓,8,住宅,10,87.11395316778001,3,2,2,1,1,1,90000.0
2020-04-21,台北市中山區民生東路2段1號4樓之2,4,住宅,10,61.39540223256,4,2,2,1,1,0,102000.0
2020-04-01,台北市中山區中山北路二段59巷45號9樓之3,9,住宅,24,15.99922558179,0,0,0,1,1,0,25000.0
2020-04-03,台北市中山區中山北路二段59巷21號8樓之4,8,住宅,24,11.7672504279,0,0,0,1,1,0,24000.0
2020-05-05,台北市中山區八德路二段167巷21號3樓,3,住宅,39,42.20177653461,0,0,0,0,1,0,48200.0
2020-05-13,台北市中山區長安東路二段189號12樓,12,住宅,40,20.842250757900004,2,1,1,0,1,0,32000.0
2020-04-23,台北市中山區民權西路9巷22號二樓之7,2,住宅,11,24.26352588231,1,1,1,1,1,0,45000.0
2020-04-21,台北市中山區龍江路1號4樓-5,4,住宅,18,26.317500957,1,1,1,0,1,0,48000.0
2020-04-21,台北市中山區龍江路1號4樓-5,4,住宅,18,26.317500957,1,1,1,0,1,0,48000.0
2020-04-28,台北市士林區基河路16號5樓之7,5,套房,19,10.25777537301,1,1,1,1,1,0,30000.0
2020-05-19,台北市士林區士東路89巷22弄5號四樓,4,住宅,45,23.85515086746,3,1,2,1,0,0,18000.0
2020-05-16,台北市北投區光明路188之1號二樓,2,住宅,47,19.1785006974,2,2,2,1,0,0,19000.0
2020-05-02,台北市士林區社正路１７巷２號四樓,4,住宅,7,43.14255156882,3,2,1,1,1,1,32000.0
2020-05-01,台北市士林區中山北路六段１８６巷２５弄５號五樓,5,住宅,38,25.15892591487,2,2,2,1,0,0,18000.0
2020-05-08,台北市松山區復興北路81巷6號7樓,7,住宅,12,67.91730246972,3,2,2,1,1,0,75000.0
2020-05-15,台北市松山區健康路58巷19號五樓,5,住宅,42,27.72110100804,2,2,1,1,0,0,30000.0
2020-05-20,台北市信義區忠孝東路5段482號15樓之1,15,住宅,30,26.18440095216,2,1,1,1,1,0,33600.0
2020-05-20,台北市大安區永康街81號六樓,6,住宅,12,24.75962590035,3,1,1,1,1,0,41000.0
2020-05-14,台北市中正區中華路二段311巷19號四樓,4,住宅,56,13.59132549423,1,1,1,1,0,0,11000.0
2020-05-14,台北市文山區興隆路3段207巷17弄12號5樓,5,住宅,41,24.73845089958,2,1,1,1,0,0,16000.0
2020-04-24,台北市中正區羅斯福路一段86號11樓之1,11,住宅,17,45.931601670240006,3,1,1,0,1,0,48000.0
2020-04-28,台北市中正區重慶南路二段73號3樓,3,住宅,36,58.0497521109,3,1,2,0,1,0,50000.0
2020-05-14,台北市信義區基隆路一段101巷1號4樓,4,住宅,8,48.61477676781001,3,2,2,1,1,0,65000.0
2020-05-07,台北市松山區南京東路三段303巷6弄8號3樓,3,套房,13,15.89335057794,1,1,1,1,1,0,26500.0
2020-04-25,台北市松山區八德路二段348號十二樓,12,住宅,14,23.74927586361,2,1,1,1,1,0,50000.0
2020-04-27,台北市信義區嘉興街322號四樓之4,4,住宅,28,29.08537605765,3,2,2,1,1,0,39000.0
2020-05-07,台北市松山區八德路二段346巷5弄6號5樓,5,住宅,12,30.70677611661,2,1,1,1,1,0,63000.0
2020-05-12,台北市信義區光復南路495號12樓之2,12,住宅,27,13.84542550347,1,0,1,1,1,0,21000.0
2020-05-04,台北市信義區光復南路４７３巷１１弄３４號二樓,2,住宅,55,34.89337626885,2,2,2,1,0,0,37000.0
2020-05-19,台北市松山區民族東路634號,1,住宅,52,25.54310092884,2,1,1,0,0,0,35000.0
2020-04-30,台北市北投區裕民六路125號十一樓,11,住宅,8,44.31927661161,3,2,2,1,1,0,69500.0
2020-05-19,台北市北投區溫泉路71號六樓之27,6,住宅,42,8.878375322850001,1,0,1,1,1,0,12000.0
2020-05-13,台北市士林區中山北路7段24號7樓,7,住宅,37,39.58515143946,3,2,2,1,1,0,66000.0
2020-05-20,台北市萬華區康定路103號11樓之7,11,住宅,7,18.72777568101,2,1,1,1,1,0,41000.0
2020-04-24,台北市大同區南京西路288號二樓之17,2,住宅,11,46.79070170148,3,2,1,1,1,0,82000.0
2020-05-14,台北市中正區開封街一段48號9樓之10,9,住宅,16,12.10605044022,1,1,1,1,1,0,22000.0
2020-05-20,台北市萬華區萬大路173號3樓,3,住宅,48,14.57747553009,2,1,1,1,0,0,15000.0
